greV,greQ,greA,cgpa,univName
134.0425532,148.9361702,4,0,University of Southern California
146,165,3,0.848,University of Utah
152,170,3,0.8369,University of Texas Dallas
151,161,3,0.7,University of North Carolina Charlotte
152,170,3,0.8369,Arizona State University
155,165,3.5,0.831,University of Arizona
154,162,3.5,0.87,Virginia Polytechnic Institute and State University
130,155.3191489,3.5,0.8167,University of Maryland College Park
130,155.3191489,3.5,0.8167,University of Illinois Chicago
130,155.3191489,3.5,0.8167,University of Arizona
130,155.3191489,3.5,0.8167,Syracuse University
130,153.1914894,3,0.7206,Arizona State University
158,160,3,0.863,Arizona State University
130,153.1914894,3,0.807,University of Texas Arlington
130,153.1914894,3,0.807,New Jersey Institute of Technology
144,168,3,0.68,University of Illinois Chicago
130,163.8297872,3.5,0.68,University of Texas Dallas
130,163.8297872,3.5,0.68,University of Texas Arlington
130,163.8297872,3.5,0.68,SUNY Buffalo
130,163.8297872,3.5,0.68,Arizona State University
130,165.9574468,2.5,0.61,University of Maryland College Park
143,154,4,0.575,Northeastern University
143,154,4,0.575,George Mason University
145,160,3.5,0.745,University of Texas Dallas
145,160,3.5,0.745,University of Southern California
147,153,3,0,Wayne State University
147,153,3,0,New Jersey Institute of Technology
130,170.212766,3.5,0.744,University of Pennsylvania
130,170.212766,3.5,0.744,University of Colorado Boulder
130,170.212766,3.5,0.744,University of California Irvine
130,170.212766,3.5,0.744,SUNY Stony Brook
130,170.212766,3.5,0.744,Northeastern University
130,168.0851064,4,0.7898,North Carolina State University
130,168.0851064,4,0.7898,Cornell University
130,155.3191489,3,0.65,University of Maryland College Park
130,155.3191489,3,0.65,University of Illinois Chicago
130,155.3191489,3,0.65,University of Florida
130,155.3191489,3,0.65,Northeastern University
140,160,3,0.77,Arizona State University
130,157.4468085,3.5,0.67,University of Cincinnati
130,157.4468085,3.5,0.67,Carnegie Mellon University
152,162,3.5,0.85,University of Florida
152,162,3.5,0.85,Ohio State University Columbus
152,162,3.5,0.85,North Carolina State University
148,151,3,0,Syracuse University
130,161.7021277,3,0.72,Virginia Polytechnic Institute and State University
130,161.7021277,3,0.72,North Carolina State University
130,148.9361702,3.5,0.73,University of Texas Dallas
145,162,4,0.07,University of Texas Dallas
130,170.212766,3.5,0.65,University of North Carolina Charlotte
130,170.212766,3.5,0.65,University of Illinois Chicago
149,160,3.5,0.7013,University of Arizona
156,165,3.5,0.926,University of Texas Austin
156,165,3.5,0.926,Purdue University
130,170.212766,4.5,0.91,University of Wisconsin Madison
130,170.212766,4.5,0.91,Texas A and M University College Station
130,170.212766,4.5,0.91,Purdue University
130,170.212766,4.5,0.91,North Carolina State University
143,161,2.5,0.077,University of Utah
143,161,2.5,0.077,University of Texas Dallas
144,162,3,0.74,University of Texas Dallas
130,168.0851064,3,0.9,University of California Santa Barbara
130,168.0851064,3,0.9,University of California Irvine
160,158,0,0.62,George Mason University
156,167,3.5,0.57,University of Texas Dallas
156,167,3.5,0.57,Northeastern University
156,167,3.5,0.57,New Jersey Institute of Technology
141,159,2.5,0.68,New Jersey Institute of Technology
152,151,4,0.66,University of Florida
146,154,3.5,0.86,University of Texas Dallas
149,165,3.5,0.779,University of Illinois Chicago
149,165,3.5,0.779,Arizona State University
144,155,3.5,0,University of Texas Dallas
144,155,3.5,0,New Jersey Institute of Technology
130,159.5744681,3,0.9575,Arizona State University
130,155.3191489,0,0.58,University of Maryland College Park
130,155.3191489,0,0.58,University of Florida
145,162,3.5,0.62,Wayne State University
130,163.8297872,3.5,0.7023,SUNY Stony Brook
130,163.8297872,3.5,0.7023,George Mason University
130,163.8297872,3.5,0.7023,Clemson University
163,161,4,0.6,Northeastern University
138,156,2.8,0,University of Illinois Chicago
147,155,3,0.7,University of Texas Dallas
144,158,3,0.75,University of Texas Dallas
154,164,3,0.6914,University of North Carolina Charlotte
154,164,3,0.6914,University of Arizona
145,161,4,0.7653,Syracuse University
145,161,4,0.7653,Arizona State University
155,170,3.5,0.8,Virginia Polytechnic Institute and State University
152,167,3,0.68,Virginia Polytechnic Institute and State University
151,161,3.5,0.72,University of Wisconsin Madison
152,159,4,0.63,University of Washington
157,168,4,0.753,University of Washington
154,161,3.5,0.605,University of Washington
154,159,3.5,0.7342,University of Utah
157,162,3.5,0.63,University of Utah
138.2978723,161.7021277,3.5,0.759,University of Texas Dallas
130,153.1914894,2.5,0.617,University of Texas Dallas
130,165.9574468,3.5,0.68,University of Texas Dallas
155,157,3,0.67,University of Texas Dallas
154,165,3.5,0.682,University of Texas Dallas
154,159,3.5,0.7342,University of Texas Dallas
159,162,3.5,0.7048,University of Texas Dallas
150,160,4,0.72,University of Texas Arlington
138.2978723,170.212766,3.5,0.76,University of Southern California
130,163.8297872,5,0.67,University of Southern California
130,161.7021277,3,0.7,University of Southern California
150,162,4,0.8058,University of Southern California
138.2978723,155.3191489,4,0.7904,University of Southern California
151,161,3.5,0.72,University of Southern California
130,138.2978723,3,0.7123,University of Southern California
151,161,3.5,0.7147,University of Southern California
150,160,4,0.72,University of Southern California
138.2978723,161.7021277,3.5,0.759,University of Pennsylvania
130,170.212766,4,0.7133,University of Pennsylvania
138.2978723,170.212766,3.5,0.76,University of Pennsylvania
168,168,4,0.7587,University of Pennsylvania
152,167,4,0.735,University of Pennsylvania
152,161,3,0.7586,University of North Carolina Charlotte
157,162,3.5,0.63,University of North Carolina Charlotte
153,164,3,0.7642,University of Minnesota Twin Cities
150,162,4,0.8058,University of Minnesota Twin Cities
130,170.212766,3.5,0.737,University of Minnesota Twin Cities
157,168,4,0.753,University of Michigan Ann Arbor
130,170.212766,3,0.749,University of Michigan Ann Arbor
130,170.212766,4,0.7133,University of Maryland College Park
153,162,3.5,0.625,University of Maryland College Park
138.2978723,170.212766,3.5,0.76,University of Illinois Urbana-Champaign
157,168,4,0.753,University of Illinois Urbana-Champaign
153,170,4,0.7,University of Illinois Urbana-Champaign
152,159,4,0.63,University of Illinois Chicago
130,161.7021277,3,0.7,University of Illinois Chicago
153,162,3.5,0.625,University of Illinois Chicago
146.8085106,170.212766,4,0.69,University of Florida
154,159,3.5,0.7342,University of Florida
151,161,3.5,0.72,University of Florida
152,167,3,0.68,University of Florida
130,170.212766,3.5,0.737,University of Colorado Boulder
152,167,4,0.735,University of Colorado Boulder
151,161,3.5,0.72,University of Colorado Boulder
130,168.0851064,3.5,0.7,University of Colorado Boulder
154,161,3.5,0.605,University of Cincinnati
130,170.212766,3.5,0.737,University of California Santa Barbara
130,168.0851064,3.5,0.7,University of California Santa Barbara
130,165.9574468,4,0.68,University of California Irvine
136.1702128,165.9574468,4,0.7062,University of California Irvine
130,170.212766,3.5,0.72,University of California Irvine
130,168.0851064,3.5,0.7,University of California Irvine
152,159,4,0.63,University of Arizona
154,161,3.5,0.605,University of Arizona
138.2978723,155.3191489,4,0.7904,University of Arizona
170.212766,140.4255319,0,0.7,University of Arizona
170.212766,140.4255319,0,0.7,Texas A and M University College Station
136.1702128,168.0851064,4.5,0.7649,Texas A and M University College Station
152,167,3,0.68,Texas A and M University College Station
153,170,4,0.7,Texas A and M University College Station
152,159,4,0.63,Syracuse University
159.5744681,130,3,0.65,Syracuse University
149,164,3,0.6428,Syracuse University
154,161,3.5,0.605,Syracuse University
130,138.2978723,3,0.7123,Syracuse University
130,170.212766,4,0.6786,Syracuse University
160,169,5,0.62,SUNY Stony Brook
152,159,4,0.63,SUNY Buffalo
130,168.0851064,3.5,0.655,SUNY Buffalo
149,164,3,0.6428,SUNY Buffalo
130,165.9574468,4,0.68,SUNY Buffalo
130,161.7021277,3,0.7,SUNY Buffalo
130,165.9574468,3,0.7178,SUNY Buffalo
154,161,3.5,0.605,SUNY Buffalo
154,159,3.5,0.7342,SUNY Buffalo
157,162,3.5,0.63,SUNY Buffalo
160,169,5,0.62,Rutgers University New Brunswick/Piscataway
155,170,3.5,0.8,Purdue University
138.2978723,161.7021277,3.5,0.759,Northeastern University
149,164,3,0.6428,Northeastern University
157,168,4,0.753,Northeastern University
130,165.9574468,3,0.7178,Northeastern University
154,161,3.5,0.605,Northeastern University
157,159,4,0.734,Northeastern University
130,170.212766,4,0.6786,Northeastern University
146.8085106,168.0851064,4,0.593,North Carolina State University
130,170.212766,4,0.7133,North Carolina State University
157,168,4,0.753,North Carolina State University
154,165,3.5,0.682,North Carolina State University
152,161,3,0.7586,North Carolina State University
157,168,4,0.7022,North Carolina State University
130,170.212766,3.5,0.737,North Carolina State University
130,168.0851064,3,0.6612,North Carolina State University
152,167,4,0.735,North Carolina State University
130,168.0851064,3.5,0.7,North Carolina State University
153.1914894,170.212766,4,0.68,North Carolina State University
150,160,4,0.72,North Carolina State University
130,168.0851064,3.5,0.655,New York University
130,146.8085106,0,0.6714,New York University
160,169,5,0.62,New York University
157,162,3.5,0.63,New Jersey Institute of Technology
131.9148936,159.5744681,4,0.761,Johns Hopkins University
155,170,3.5,0.8,Georgia Institute of Technology
157,168,4,0.7022,Georgia Institute of Technology
130,170.212766,3.5,0.737,Georgia Institute of Technology
153,170,4,0.7,Georgia Institute of Technology
153.1914894,170.212766,4,0.68,Georgia Institute of Technology
138.2978723,161.7021277,3.5,0.759,Cornell University
138.2978723,170.212766,3.5,0.76,Cornell University
157,168,4,0.753,Cornell University
154,166,4.5,0.7358,Cornell University
148.9361702,168.0851064,4.5,0.61,Columbia University
151,161,3.5,0.72,Columbia University
151,161,3.5,0.7147,Columbia University
138.2978723,161.7021277,3.5,0.759,Carnegie Mellon University
136.1702128,165.9574468,4,0.7062,Carnegie Mellon University
136.1702128,168.0851064,4.5,0.7649,Carnegie Mellon University
130,165.9574468,3.5,0.68,Arizona State University
158,162,4,0.6536,Arizona State University
157,168,4,0.753,Arizona State University
154,165,3.5,0.682,Arizona State University
130,161.7021277,3,0.7,Arizona State University
157,168,4,0.7022,Arizona State University
138.2978723,155.3191489,4,0.7904,Arizona State University
151,161,3.5,0.72,Arizona State University
157,162,3.5,0.63,Arizona State University
150,160,4,0.72,Arizona State University
154,164,0,0.894,University of Texas Dallas
155,159,3.5,0.8625,University of Texas Dallas
153,163,3.5,0.843,University of Texas Arlington
155,159,3.5,0.8625,University of Texas Arlington
155,161,3.5,0.747,University of Texas Arlington
130,170.212766,3,0.93,University of Southern California
152,168,3.5,0.918,University of Pennsylvania
155,159,3.5,0.8625,University of North Carolina Charlotte
155,161,3.5,0.747,University of North Carolina Charlotte
159.5744681,161.7021277,4,0.976,University of Massachusetts Amherst
130,170.212766,3,0.93,University of Illinois Chicago
152,168,3.5,0.918,University of Illinois Chicago
130,161.7021277,4.5,0.77,University of Illinois Chicago
152,168,3.5,0.918,University of Florida
155,161,3.5,0.747,University of Florida
130,170.212766,3,0.93,University of Colorado Boulder
153,163,3.5,0.843,University of Cincinnati
130,161.7021277,4.5,0.77,Syracuse University
159.5744681,161.7021277,4,0.976,SUNY Stony Brook
154,164,0,0.894,Northeastern University
130,170.212766,3,0.93,New York University
153,163,3.5,0.843,Clemson University
152,168,3.5,0.918,Clemson University
167,169,4,0.814,Carnegie Mellon University
152,162,3,0.834,Arizona State University
152,168,3.5,0.918,Arizona State University
148,163,3,0.784,University of Texas Dallas
147,159,3.5,0.774,University of Texas Dallas
143,160,2.5,0.786,University of Texas Dallas
148,163,3,0.784,University of North Carolina Charlotte
150,162,3.5,0.695,University of Illinois Chicago
150,162,3.5,0.695,University of Florida
147,159,3.5,0.774,University of Florida
40,49,4.5,0.844,University of Cincinnati
40,49,4.5,0.844,University of Arizona
148,163,3,0.784,New Jersey Institute of Technology
40,49,4.5,0.844,Carnegie Mellon University
157,167,3.5,0.766,Arizona State University
150,162,3.5,0.695,Arizona State University
154,162,4,0.68,Arizona State University
151,160,3.5,0.794,University of Texas Dallas
151,160,3.5,0.794,University of Texas Arlington
151,160,3.5,0.794,University of Southern California
130,170.212766,3,0.75,University of Southern California
130,170.212766,3,0.75,University of Florida
136,156,3,0.75,Syracuse University
130,170.212766,3,0.75,Northeastern University
130,148.9361702,3,0.67,Wayne State University
130,170.212766,4.5,0.925,Virginia Polytechnic Institute and State University
130,170.212766,4,0.89,Virginia Polytechnic Institute and State University
154,160,3.5,0.7704,Virginia Polytechnic Institute and State University
162,158,4,0.868,University of Washington
154,161,3.5,0.806,University of Washington
130,170.212766,3.5,0.845,University of Utah
154,161,3.5,0.78,University of Utah
147,162,3.5,0.7909,University of Utah
152,170,0,0.81,University of Utah
152,161,3.5,0.81,University of Texas Dallas
130,157.4468085,4.5,0.8667,University of Texas Dallas
130,165.9574468,3,0.739,University of Texas Dallas
130,159.5744681,3.5,0.847,University of Texas Dallas
130,153.1914894,3.5,0.794,University of Texas Dallas
154,161,3.5,0.875,University of Texas Dallas
151,156,4,0.952,University of Texas Dallas
152,159,3,0.87,University of Texas Dallas
154,161,3.5,0.78,University of Texas Dallas
130,168.0851064,3,0.766,University of Texas Dallas
30,47,0,0.82,University of Texas Dallas
130,170.212766,4.5,0.925,University of Texas Dallas
153,161,3,0.73,University of Texas Dallas
32,47,4,0.71,University of Texas Dallas
149,156,3,0.911,University of Texas Dallas
148,158,3,0.81,University of Texas Dallas
150,157,3.5,0.8,University of Texas Dallas
143,158,3,0.729,University of Texas Dallas
130,146.8085106,3.5,0.78,University of Texas Dallas
144,164,3,0.852,University of Texas Dallas
162,162,3.5,0.832,University of Texas Dallas
137,161,3.5,0.81,University of Texas Dallas
144,158,3,0.734,University of Texas Dallas
130,155.3191489,3.5,0.8,University of Texas Dallas
130,170.212766,3,0.79,University of Texas Dallas
152,157,3,0.735,University of Texas Dallas
152,163,3.5,0.797,University of Texas Dallas
152,161,3.5,0.83,University of Texas Dallas
130,151.0638298,3,0.79,University of Texas Dallas
149,156,3,0.813,University of Texas Dallas
149,156,3.5,0.747,University of Texas Dallas
157,158,3.5,0.9,University of Texas Dallas
130,151.0638298,4,0.740506,University of Texas Dallas
146,159,2.5,0.72,University of Texas Dallas
149,160,3,0.76,University of Texas Dallas
162,166,4.5,0.8218,University of Texas Dallas
